row_index,original_lang,original_script,original_sentence,generated_first_n_tokens_sentence,detected_lang,detected_script,is_english
3,knc,Latn,"Yim litilinna dǝro, Sara Danius, Tamshi jiddǝm be comiti lamarra kǝr be maranta Swedish be diye suro farasǝkram laa Radio be nasha sweden be dǝn warǝmazana, kǝla comiti diye suwondǝ Bob Dylan dǝga nazǝnyi ben kǝla kǝnasarǝ duwo sadǝ samno kakadǝ kǝra be saga 2016 be dǝgan shimtiti sǝwondana ben, sǝkǝ kasadǝnzǝ sha natǝbe dǝga baro cido.","It seems like you've written a text in a type of online ""leetspeak"" or """,eng,UNKNOWN,True
4,knc,Latn,"Danius be wono, “kǝrma ro affima diyenba. Wuye kamanzǝ karǝngǝ nzǝbe dǝga wayan-bowongǝna kuru shiro watiya Email be zuwukǝna, kuru shiye wuro fuska farakkaro zuwazǝna Kǝrma dǝro wa, ngai dǝ mabe sǝtǝna.","The text you've provided appears to be in a constructed or encoded language, possibly a version of a",eng,UNKNOWN,True
5,knc,Latn,"Ngawon, Kazadala King be Jamie Siminoff diye wono, kampani diye cida badiyeno woktu duwo kowo cinna fanzǝbe dǝga nasha garaji be ladǝn fantin ba lan.",Seems like you're trying to convey a message in a mix of English and what appears to be,eng,UNKNOWN,True
6,knc,Latn,Shiye cinna kongil be gana sǝtandǝ wono.,"The text you've provided appears to be in a variant of the ""Internet Slang"" or """,eng,UNKNOWN,True
7,knc,Latn,"Siminoff be wono, talla diye sǝkǝ taidazǝ sha hafǝsǝna ngawo duwo shiye suro nasha Tankin Shak be ladǝn bayantǝna lan suro saga 2013 be ladǝn na duwo comiti biske diye ye kungǝna baditiyaram be dǝga kǝnjo ro wazǝna be ladǝn.","It seems like you've provided a text that appears to be in a constructed or encoded language, possibly",eng,UNKNOWN,True
8,knc,Latn,"Suro saga 2017 be ladǝn, Siminoff dǝga suro telebijan shopping television channel QVC be ladǝn turǝna.",The text you've provided appears to be a mix of English and what might be a distorted or coded,eng,UNKNOWN,True
9,knc,Latn,"Ringbe waltǝ houm ma kamzǝna roko kampani gabiltǝmabe lamarra nzǝrwo be dǝga, hukuma ADT be.",It seems like you've written a message in a language that appears to be a mix of various alphab,eng,UNKNOWN,True
10,knc,Latn,"Ngawo duwo liwula karimibe fal tuwondǝna ben kǝla tajirǝwa kasuwa Ebola be dǝga fulujin ben, hatta kuro kadiyo kurunyi ma tuwondǝnyi sau kasuwa gade duwo famǝjin sodǝro kurun kǝndo nankaro.",Sepertinya teks ini membahas tentang upaya untuk menanggulangi wabah virus Ebola dengan pendekatan yang,ind,UNKNOWN,False
11,knc,Latn,"Kurun laa kǝltǝbe sunzǝ Zmapp madǝbe buronna alama faida be fǝlezǝna, ammaa sonyayi kuru suro kulashi kuwa bariya be ladǝn fǝletǝna kǝla faidanzǝ gana mbeji ben, kǝrmu dǝ dabǝcina baro wallono yayi.","This text appears to be written in a variant of a constructed language, possibly a version of Interling",eng,UNKNOWN,True
12,knc,Latn,"Suro Ngalǝ PALM be ladǝn, Zmapp diye faidazǝna nabtǝ awo misal gotǝbe ro, Maʻana Gonyiya nzundube diye shilan faidatayin kuru shilan faidatana kurunna sandi yaskǝ dǝga shiro misalzayin.","It seems like you've provided a text in a constructed language, possibly a version of Interlingue",eng,UNKNOWN,True
13,knc,Latn,"Hukuma lamarra biske be au tiyi mazaktǝbe lardǝ America be diye watiya zuwazǝ biskea Olympics be lardǝ America be dǝro ngawana kǝl nzǝa cina, kuru sandibe muradiya duwo Olympic diye bayanzǝna dǝga kasakǝsana sau amma biskema sodǝro na biskebe ngǝla fando nankaro.","It seems like you're trying to convey a message in a unique or encoded format, possibly using a",eng,UNKNOWN,True
14,knc,Latn,"Andeyi kauri USOC be dǝga kasanyena kǝla muradi ndulinde biskebe au karafǝka nde be dǝga futu sandǝna ro kǝndotin be kǝlan futu sandǝna ro suro karafǝka diyen awowa faltǝbe dǝga faltin diye sǝkǝ, chotto baro kǝndo dǝrowa.","It seems like you've provided a text in a constructed or encoded language, possibly a version of a",eng,UNKNOWN,True
15,knc,Latn,"Gymnastic lardǝ America be diye kulashi nabtǝ kǝlanzǝbe dǝro bana sǝdin nasha kǝla lamarǝ diyen bayan nzǝra ben, kǝla amma duwo musko Larry Nassar be ladǝn tamuna diyen, kuru amma sandima adǝbe muwonzǝ sandiya asutǝnyi dǝ tusshin adǝgaikuru sandibe awoa faltǝna sodǝbe ya musko ndiza samuna.",It seems like you've provided a text that appears to be a mix of different languages and possibly a,eng,UNKNOWN,True
16,knc,Latn,"Karafǝka biskea Gymnastic be au tiyi mazakǝtbe lardǝ America be dǝga USOC dǝgan kuntenro awo kǝndoro muradizana dǝ tilo, biskea Gymnastic be dǝga gade gafǝsǝna dǝgan kuntenro riwo bas dǝma sau nduli biske ladǝn tamtam nzǝga diye suwondǝ kǝndo nankaro.","This text appears to be written in a form of internet slang or a constructed language, often referred to",eng,UNKNOWN,True
17,knc,Latn,"Suro saga 1960 be ladǝn, Brzezinski dǝ John F. Kennedy dǝro nabtǝ shawarimanzǝben cidawono, daji kuru suro kǝrmai Lyndon B. Johnson be diyen ngai.","Bu cümle, 1960'larda ABD siyasetiyle ilgili bir yorum yapıyor",tur,UNKNOWN,False
18,knc,Latn,"Woktu saga 1976 be ladǝn, shiye Carter ro shawariwa cina kǝla houm-a lardǝga diyaye be ladǝn, daji kuru isǝ shawarima lamarra nzǝrwobe lardǝbe dǝro wallono kate saga 1977-1981 dǝro chuwuto, shima na Henry Kissinger be daga sǝmowu.","Woktu saga 1976 be lad��n, shiye Carter ro sh",som,UNKNOWN,False
19,knc,Latn,"Shawarima nzǝrwo be lardǝbe madǝbe Cater dǝga banazǝna nasha lamarra diplomaciya be dǝn, suron alama shi Kamfu David Accord be dǝ so, suro saga 1978; kuru nǝm kam kate lardǝ America be dǝga China be dǝga ngalautǝga, suro saga 1970 kozǝna be ladǝn. kǝrmai lardǝ Iran be muwo so, shi done fitǝna ngawaru satana be lardǝ Iran be dǝga kokǝsǝna ma, saga 1979, kuru kǝrmai muwo Soviet be lardǝ Afghanistan be ladǝn, 1979 lan kutenro.","The text you've provided appears to be a mix of languages, primarily English with some elements of a",eng,UNKNOWN,True
20,knc,Latn,Sinema duwo suron Ryan Gosling-a Emma stone-a fǝlezayindǝ zaumaro nasha kadda lan muwo suwondǝna.,"Ryan Gosling ve Emma Stone'un birlikte yer aldığı filmler, iki yetenekli aktörün eşsiz kimy",tur,UNKNOWN,False
21,knc,Latn,Gosling-a Stone-a dǝro taidaza darajanza sarana nasha jiri gade-gade be lan nabtǝ biskewu telebijan be lan.,It seems like you've provided a phrase that appears to be a mix of different languages and possibly some,eng,UNKNOWN,True
22,knc,Latn,"Marǝtawa diye laganza diye fotowa shawa-shawa rinta so, darekta au houm kǝnjo ma, Cinematography, amma kazǝmu luftǝma so, Fim dawarǝtǝ so, kowo nzasa so, kowo kǝltǝ so gade gafǝsǝna nzǝga.","The text you've provided appears to be written in a mix of languages, primarily incorporating elements from various",eng,UNKNOWN,True
23,knc,Latn,Kayya indi suro Fim duwo Auditionbeladǝn ( Zolia sandi indi duwo kǝnashin sadin dǝga) bǝrni sǝllewubedǝga be marǝtawa au shim titi nabtǝ kayau kayya jirebe ma dǝga suwondǝna. Adǝgaikuru shi Lionsgate Studio madǝbe shim titi sandi 26 -- suwondǝ kuru ndube soga kozǝna.,"The text you provided seems to be a mix of different languages, primarily English and what appears to be",eng,UNKNOWN,True
24,knc,Latn,"Yim ladǝ kozǝna dǝga ro, Kura lardǝ America be Donald Trump diye suro kauri duwo Tamshinzǝ nasha hawarǝbe diye sutuluna dǝn wuno, Askǝrra lardǝ America be diye nasha lardǝ Syria be dǝga kolzayin sǝna.",This text appears to be written in a mix of English and a language that resembles a distorted version of,eng,UNKNOWN,True
0,kon,Latn,"Yandi yikaka nde: ""Beto kele sesepi na bampuku ya ngonda iya ya kele na diabete ve kansi bo vandaka na diabete.""","Terjemahan dari kalimat ""Yandi yikaka nde: 'Beto kele sesepi na",ind,UNKNOWN,False
1,kon,Latn,"Munganga Ehud Ur, Nlongi ya nene na mambu ya munganga na universite ya Dalhousie na Halifax, Nova Scotia mpi Mfumu ya lupitalu ya bamvuama na kitini ya nzayilu ke talaka kimbefo ya diabete tubaka nde bo kele ntete na luyantiku ya bansosa.","Munganga Ehud Ur, nlongi ya nene na mambu ya munganga",tgl,UNKNOWN,False
2,kon,Latn,"Bonso bantu ya nkaka ya mayele, yandi ke zaba ve kana kimbefo ya diabeti lenda beluka, yandi ke tuba nde mambu yayi ya bo me mona ke na kutala ve bantu yina ke na diabeti ya kitambi ya 1.",Diabeti ya kitambi ya 1 (tipe 1 diabetes) ni imipaka,ind,UNKNOWN,False
3,kon,Latn,"Na kintete, Sara Danius, secrétaire permanente ya Comité Nobel ya bantu ke sonikaka na Academie ya Suéde, tubaka na ntwala ya bantu na ntangu ya manaka mosi ya radio na Sveriges Radio na Suède nde komite kondaka nswa ya kukutana ti mbala mosi ti Bob Dylan ke tala kununga ya prix Nobel ya littérature 2016, bikaka kusala ngolo sambu na kuzwa yandi.","Na kintete, Sara Danius, sekretari ya Komite Nobel ya bantu ya Akademi ya",ind,UNKNOWN,False
4,kon,Latn,"Danius tubaka: ""Sambu na ntangu yai, beto kele kusala kima ve. Mono me binga mpi me tindaka mikanda na muntu mosi ke vandaka mfinama na yandi mpi munu bakaka bamvutu ya mbote mpenza. Sesepi yai, yo kele ya kulunga"".","Terjemahan dari teks yang Anda berikan dalam bahasa Swahili adalah:

""Saya tidak ingin",ind,UNKNOWN,False
5,kon,Latn,"Na ntwala, PDG ya Ring, Jamie Siminoff, yandi songaka nde société bandaka ntangu lere na yandi kuvandaka na ndinga ya ngolo ve kubanda magasin na yandi na garage na yandi.","Na ntwala, PDG ya Ring, Jamie Siminoff, yandi songaka nde société",tgl,UNKNOWN,False
6,kon,Latn,"Yandi tubaka nde, yandi salaka ngunga yina ke bulaka na kielo na nzila ya Wifi.","Yandi (atau ""ini"") tubaka nde (atau ""tidak perlu"") salaka ng",ind,UNKNOWN,False
7,kon,Latn,"Siminoff tubaka kuteka yina nataka kimvwama na nima ya 2013 songaka bifwanisu ya Shark Tank, ntangu bantu yina yandi songaka buyaka kupesa mbongo na kisalu yina.","Siminoff, kubwa kuteka yina nataka kimvwama na nima ya ",swa,UNKNOWN,False
8,kon,Latn,"Na nsuka ya 2017, Siminoff monanaka na zandu ya chaine ya television QVC.","Na nsuka ya 2017, Siminoff monanaka na zandu ya ch",swa,UNKNOWN,False
9,kon,Latn,"Ring yidikaka diambu ya kufunda na kompani yina vandaka kutesana ti bo, ADT Corporation.",Ring yidikaka diambu ya kufunda na kompani yina vandaka kutesana,swa,UNKNOWN,False
10,kon,Latn,"Na ntangu mangwele mosi ya kumeka ke monisa nde yo ke kukulumusa ntalu ya bantu yina vandaka kufwa na Ebola, tii bubu yayi, nkisi kele ve yina lenda kubelula bantu ke na Ebola.","Ndakusebenzisa, mosi ya kumeka ke monisa nde yo ke kuk",swa,UNKNOWN,False
11,kon,Latn,"Madia yina ke mbote ve sambu na nitu, Zmapp, bantu tubaka ya wu vandaka mbote, kansi bansosa songaka nde yo kes alaka ti bantu kufwa mingi ve.","Madia yina ke mbote ve sambu na nitu, Zmapp, bantu tub",swa,UNKNOWN,False
12,kon,Latn,"Na kusamba ya PALM, Zmapp salaka bonso muntu ya ke yala, yo ke tendula bantu ya mayele sadilaka yo bonso nto-mbanza ya nkisi yonso na yo.","Na kusamba ya PALM (Partnership for the Advanced Leadership of Africa's Medical Professionals), Zm",eng,UNKNOWN,True
13,kon,Latn,USA Gymnastics yambaka mukanda ya Comité Olympique ya Etats-Unis mpi yandi ndimaka nswa ya nene ya dibuta ya olympique ya kutomisa kisika mosi ya mbote sambu na ba athlète na beto yonso.,"USA Gymnastics, yandimaka nswa ya nene ya dibuta ya olimpi ya Amerika",ind,UNKNOWN,False
14,kon,Latn,"Beto me ndima ndinga ya USOC yayi ke tuba nde mambote ya bajoueur na beto ti baclub, ti ya sport na bo, yo lenda kupesama mbote na kukwenda na ntwala na nsoba ya mbote na kati ya kimvuka na beto, kuluta kubaka mukanda.",Beto me ndima ndinga ya USOC (Union Sportive et Culturelle d'Afrique Centrale,fra,UNKNOWN,False
15,kon,Latn,Gymnastique ya Etats Unis me pesa maboko na kusalama ya bansosa ya dipanda wapi mutindu kunwa ya bima mingi yina talanaka na bantu yina gulukaka ya Larry Nassar zolaka kutalana ve na zwaka nsobao ya kulunga mpi ya mbote.,"La gymnastique aux États-Unis a été marquée par un scandale majeur impliquant Larry Nassar, un ancien",fra,UNKNOWN,False
16,kon,Latn,"USA Gymnastic na USOC kele na lukanu mosi - kukumisa nsaka ya kutandula nitu na ya nkaka, yo vanda ya mbote kibeni sambu na kusadisa bantu ya ke salaka bansaka na kulungisa bandosi na bo na mutindu ya mbote, ya kieleka mpi na kisika ya mbote.",USA Gymnastics (USAG) na US Olympic Committee (USOC) ya kele na lukanu,fin,UNKNOWN,False
17,kon,Latn,"Na bamvula ya 1960, Brzezinski vandaka sala sambu na John F. Kennedy bonso ndongisi na yandi na mambu me tadila politiki mpi me kuma kusala ti Lyndon B.Johnson.","Na bamvula ya 1960, Brzezinski, vandaka sala sambu na",swa,UNKNOWN,False
18,kon,Latn,"Na ntangu ya bavoti ya 1976, yandi longaka Carter na politike ya bansi ya nzenza, na salaka mutindu Ndongisi na National Security (NSA) na 1977 ti na 1981, nungisaka Henry Kissinger.","Na ntangu ya bavoti ya 1976, yandi longaka Carter na polit",ind,UNKNOWN,False
19,kon,Latn,"Mutindu NSA, yandi salaka na Carter na mambu me tadila kumonisa insi na mambu ya ntoto ya muvimba, mutindu Kuwakana ya Camp David, na 1978; sambu na kuvutula nsalasaki ya kintuadi kati na Amerika -Chine na 1970; Kimpwanza ya bana ya Iran, yina nataka mpasi ya Iran na 1979; na luyalu ya Afganistan na kukota ya bantu ya Sovietique na 1979.","Mutindu NSA (National Security Agency), yandi salaka na Carter na mambu me tadila",ind,UNKNOWN,False
20,kon,Latn,"Filme yina ya ke pesa lukumu na Ryan Goslin mpi Emma Stone, me pesama lufuta na bitini yonso ya nene.","Pareya yenu, ina masaa ya kutoka filmi na utimbi wa",swa,UNKNOWN,False
21,kon,Latn,Gosling na Stone bakaka lufutu bonso bakala mpi nkento ya me zaba kusala bansaka.,It seems like you're using a mix of languages (likely Swahili and possibly some local slang) in,eng,UNKNOWN,True
22,kon,Latn,"Balufutu ya nkaka vandaka Foto ya Kuluta Kitoko, Dileketolo, Cinematographe, Kiyidiki Kazaka, Kuyidika Filme, Nkunga ya Originale, Kiyidiki Bizuzi, Kuyidika Ndinga, Kuvukisa-Ndinga, na kilutisi-Bifwanisu.","Balufutu ya nkaka vandaka (atau ""fotografi dokumenter"") ni wekwa",ind,UNKNOWN,False
23,kon,Latn,"Bankunga zole ya filme, Audition (Bazoba Yai Kele Lota) ti City of Stars, kupesamaka lukumu sambu na nkunga ya mbote. Studio Lionsgate knungaka balukumu 26 - kuluta ba studio ya nkaka.","Film ""Audition (Bazoba Yai Kele Lota)"" ya City of Stars ina kup",ind,UNKNOWN,False
24,kon,Latn,"Na Lumingu, Mfumu ya bwala ya Etats Unis Donald Trump, bakaka lukanu na nzila ya nzonzi ke talaka mambu ya bansangu, ti Kikunku ya basoda ke katuka na insi ya Syrie.","Na Lumingu, Mfumu ya bwala ya Etats Unis, Donald Trump, akak",swa,UNKNOWN,False
0,kor,Hang,"""그는 """"현재 4개월 된 당뇨병에서 치료된 생쥐가 있다""""고 덧붙였다.""","이 문장은 한국어로 작성된 것으로 보이며, 다음과 같은 의미를 전달합니다:

",kor,UNKNOWN,False
1,kor,Hang,노바스코샤주 핼리팩스의 댈하우지대학교 의과 교수이자 캐나다 당뇨 협회 임상과학부 의장인 Ehud Ur 박사는 이 연구가 아직 초기 단계라고 경고했습니다.,노바스코샤주 ��리팩스의 ��하우지대학교 의과 교수,kor,UNKNOWN,False
2,kor,Hang,"다른 전문가들과 마찬가지로, 그는 당뇨병의 치료 여부에 회의적이며, 이러한 결과는 제1형 당뇨병 환자에게는 관련이 없음을 지적합니다.",이 문장은 당뇨병 치료에 대한 한 전문가의 관점을 설명하는 것으로 보입니다.,kor,UNKNOWN,False
3,kor,Hang,월요일 스웨덴 한림원 노벨상 문학위원회 사무총장 사라 다니우스는 스웨덴 스베리예스 라디오의 라디오 프로그램에서 위원회는 2016년 노벨 문학상 수상 소식을 밥 딜런에게 직접 전달하는 것이 불가능하여 그에게 연락을 취하려는 노력을 포기했다고 공개적으로 발표했습니다.,그 발언은 2016년 노벨 문학상 수상자로 미국 가수이자 작곡가인,kor,UNKNOWN,False
4,kor,Hang,"""대니어스(Danius)는 """"지금 우리는 아무것도 하지는 않고 있다. 그의 가장 가까운 협력자에게 전화를 걸어 이메일을 보냈고 매우 친절한 답장을 받았다. 현재로서는 확실히 그것으로 충분하다.""""""",이 문장은 대니어스(Danius)가 현재 어떤 상황에 처해 있는지에 대해,kor,UNKNOWN,False
5,kor,Hang,링의 CEO인 제이미 시미노프 (Jamie Siminoff)는 차고에 있던 그의 숍에서 초인종 소리를 들을 수 없었을 때 회사를 시작했다고 말했습니다.,링(Ring)의 CEO인 제이미 시미노프(Jamie Siminoff)는 회,kor,UNKNOWN,False
6,kor,Hang,그는 무선 도어벨(Wi-Fi doorbell)을 만들었다고 말했다.,그는 무선 도어벨(Wi-Fi doorbell)을 개발했다고 말했습니다. 이,kor,UNKNOWN,False
7,kor,Hang,"Siminoff는 2013년, 쇼 출연자가 스타트업의 자금 지원을 거절했었던 Shark Tank 에피소드에 출연한 이후 매출이 증가했다고 말했습니다.","물론, 더 복잡한 문장은 ""Siminoff는 2013년, 쇼",kor,UNKNOWN,False
8,kor,Hang,"2017년 말, 시미노프는 쇼핑 텔레비젼 채널인 QVC에 출연했다.","물론, 더 복잡한 버전의 문장은 ""2017년 말, 시미",kor,UNKNOWN,False
9,kor,Hang,Ring은 경쟁 보안회사인 ADT 사와의 소송 또한 합의를 보았다.,"물론, 문장의 더 복잡한 버전은 ""링은 또한 경쟁 보안 회사인 ADT 사",kor,UNKNOWN,False
10,kor,Hang,"한 실험용 백신이 에볼라 사망률을 줄일 수 있을 것처럼 보이지만, 지금까지 어떤 약도 기존의 감염을 치료하는데 적합하다고 명확하게 입증되지 않았습니다.",당신이 언급한 내용은 에볼라 바이러스에 대한 백신 개발과 치료법에 관한 것으로,kor,UNKNOWN,False
11,kor,Hang,"항체 칵테일 지맵(ZMapp)은 초기에는 그 분야에서 가능성을 보였지만, 공식적인 연구들에 의하면 죽음을 방지하는 효과가 기대보다 작다고 합니다.",항체 ��테일 지��(ZMapp)은 에볼라 바이러스 감염,kor,UNKNOWN,False
12,kor,Hang,"PALM 실험에서 ZMapp은 대조군의 역할을 했습니다. 즉, 과학자들은 ZMapp을 기준치로 사용했고 다른 세 가지 치료법을 이와 비교했습니다.",맞습니다. PALM(Phase 1a Ebola Virus Disease (EVD) Treatment Study),eng,UNKNOWN,True
13,kor,Hang,"미국 체조 협회는 미국 올림픽 위원회의 서한을 지지하며, 미국의 전 운동선수가 안전한 환경을 가질 수 있도록 돕는 올림픽 관계자의 절대적 필요성을 인정합니다.",미국 체조 협회(US Gymnastics)는 미국 올림픽 위원회(USOC)의 서한을,kor,UNKNOWN,False
14,kor,Hang,저희는 탈퇴가 아닌 조직 내에서 의미있는 변화를 추구함으로써 선수와 구단과 그리고 스포츠에 더 나은 결과를 가져올 수 있다는 USOC의 주장에 동의합니다.,"이 문장은 미국 올림픽 위원회(USOC)의 입장을 표명하는 것으로 보이며,",kor,UNKNOWN,False
15,kor,Hang,미국 체조단은 래리 나사르의 피해자들이 그동안 용기 있게 밝혀왔던 사실들이 어떻게 오랫동안 밝혀지지 않았으며 다시는 이런 일이 없도록 필요하고 적절한 조치를 취하기 위한 독립적인 조사를 지지한다.,미국 체조단은 최근 ��리 나사르의 성폭력 스캔들로 인해 큰 충,kor,UNKNOWN,False
16,kor,Hang,미국 체조 대표팀과 USOC는 같은 목표를 가지고 있습니다. 선수들이 안전하고 긍정적이며 격려 받는 환경에서 꿈을 좇을 수 있도록 체조 등의 스포츠를 가능한 한 안전하게 만드는 것입니다.,미국 체조 대표팀과 미국 올림픽 위원회(USOC)의 목표는 매우 중요하고 일맥,kor,UNKNOWN,False
17,kor,Hang,1960년대에 걸쳐 브레진스키는 케네디의 고문으로 근무한 후 린든 존슨 행정부에서 근무했다.,"물론, 문장의 더 복잡한 버전은 ""1960년대 동안, 브레진",kor,UNKNOWN,False
18,kor,Hang,그는 1976년 선발 과정에서 카터에게 외교정책에 대해 조언한 뒤 1977년부터 1981년까지 헨리 키신저의 뒤를 이어 국가 안보담당 대통령 보좌관(NSA)을 지냈습니다.,"물론, 더 복잡한 문장은 ""그는 1976년 선발 과정에서 카터",kor,UNKNOWN,False
19,kor,Hang,"그는 NSA로서 1978년 캠프 데이비드 어코드, 1970년대 후반에 미국과 중국의 관계 정상화, 1979년 이란 인질 위기로 이어진 이란 혁명, 1979년 소련의 아프가니스탄 침공과 같은 세계 문제를 외교적으로 다루는 일에서 카터 대통령을 보좌하였습니다.","그것은 카터 행정부 하에서 국제 관계에서 중요한 사건들이었습니다.

",kor,UNKNOWN,False
20,kor,Hang,라이언 고슬링과 엠마 스톤이 출연한 이 영화는 모든 주요 부문에서 후보에 올랐다.,당신이 언급한 영화는 2016년 개봉한 로맨틱 드라마 영화 *라라랜드,kor,UNKNOWN,False
21,kor,Hang,라이언 고슬링과 엠마 스톤은 각각 남우주연상과 여우주연상 후보에 올랐습니다.,"네, 맞습니다. 라이언 고슬링과 엠마 스톤은 모두 영화계에서 저명한",kor,UNKNOWN,False
22,kor,Hang,"다른 부문으로는 최우수 작품상, 감독상, 촬영상, 의상 디자인, 영화 편집상, 작곡상, 제작상, 사운드 편집상, 사운드 믹싱, 오리지널 각본상에 후보로 올라있다.",이 문장은 영화나 시상식과 관련된 내용을 설명하는 것으로 보입니다. 다양한 부문에서 후보,kor,UNKNOWN,False
23,kor,Hang,그 영화에서 나오는 오디션(꿈꾸는 바보들)과 시티 오브 스타 두 곡이 베스트 주제곡 후보에 올랐습니다. 라이온스게이트 스튜디오는 다른 스튜디오보다 월등히 많은 26개의 후보 지명을 받았습니다.,2003년 아카데미상,kor,UNKNOWN,False
24,kor,Hang,도널드 트럼프 미국 대통령은 늦은 일요일 시간대에 대변인을 통해 발표한 성명에서 미군이 시리아에서 철수할 것이라고 발표했다.,도널드 트럼프 미국 대통령은 2018년 늦은 일요일 시간,kor,UNKNOWN,False
0,lao,Laoo,ທ່ານກ່າວຕື່ມວ່າ ດຽວນີ້ ພວກເຮົາມີໜູທີ່ມີອາຍຸ 4 ເດືອນທີ່ບໍ່ເປັນພະຍາດເບົາຫວານ ຊຶ່ງເຄີຍເປັນພະຍາດເບົາຫວານ.,���������,ben,UNKNOWN,False
1,lao,Laoo,"ທ່ານ ດຣ. ອີຮູດ ເອີຣ໌ (Dr. Ehud Ur) ສາດສະດາຈານດ້ານການແພດຂອງມະຫາວິທະຍາໄລ ດາຮາວຊີ່ (Dalhousie University) ໃນເມືອງ ແຮລີແຟັກ (Halifax), ລັດ ໂນວາ ສະກ໊ອດເທຍ (Nova Scotia) ແລະ ປະທານໜ່ວຍງານການແພດ ແລະ ວິທະຍາສາດຂອງສະມາຄົມພະຍາດເບົາຫວານຂອງປະເທດການາດາ ເຕືອນວ່າການວິໄຈແມ່ນຍັງຄົງຢູ່ໃນໄລຍະຕົ້ນໆ.",��������� �,ben,UNKNOWN,False
2,lao,Laoo,"ເຊັ່ນດຽວກັບຜູ້ຊ່ຽວຊານຄົນອື່ນໆ, ລາວມີຄວາມສົງໄສວ່າໂລກເບົາຫວານສາມາດຮັກສາໄດ້ບໍ? ໂດຍສັງເກດວ່າການຄົ້ນພົບເຫຼົ່ານີ້ບໍ່ມີຄວາມກ່ຽວຂ້ອງກັບຄົນທີ່ເປັນໂລກເບົາຫວານປະເພດ 1 ເລີຍ.",����������,ben,UNKNOWN,False
3,lao,Laoo,"ໃນວັນຈັນ, Sara Danius ເລຂາທິການຖາວອນຂອງຄະນະກຳມະການໂນເບວສາຂາວັນນະຄະດີ ທີ່ສະຖາບັນສະວີເດັນ ໄດ້ປະກາດຢ່າງເປັນທາງການໃນລະຫວ່າງລາຍການວິທະຍຸທາງ Sveriges Radio ໃນປະເທດສະວີເດັນວ່າຄະນະກຳມະການບໍ່ສາມາດຕິດຕໍ່ Bob Dylan ໂດຍກົງກ່ຽວກັບການຊະນະລາງວັນໂນເບວສາຂາວັນນະຄະດີປະຈຳປີ 2016ໄດ້, ຈຶ່ງໄດ້ລະຖິ້ມຄວາມພະຍາຍາມທີ່ຈະຕິດຕໍ່ຫາລາວ.","�����������������, Sara",ben,UNKNOWN,False
4,lao,Laoo,Danius ກ່າວວ່າ “ດຽວນີ້ພວກເຮົາບໍ່ໄດ້ເຮັດຫຍັງເລີຍ. ຂ້ອຍໄດ້ໂທ ແລະ ສົ່ງອີເມວຫາຜູ້ຮ່ວມງານທີ່ໃກ້ຊິດທີ່ສຸດຂອງລາວ ແລະ ໄດ້ຮັບຄຳຕອບທີ່ເປັນມິດຫຼາຍ. ສຳລັບຕອນນີ້ມັນກໍພຽງພໍແລ້ວ.”,��������,ben,UNKNOWN,False
5,lao,Laoo,ກ່ອນໜ້ານີ້ ທ່ານ ເຈມມີ່ ຊີມີນັອບ (Jamie Siminoff) ປະທານກຳມະການບໍລິຫານຂອງ ຣິງ (Ring) ໄດ້ກ່າວວ່າບໍລິສັດ ໄດ້ເລີ່ມຕົ້ນ ເມື່ອສຽງກະດິງຂອງລາວບໍ່ດັງພໍໃຫ້ໄດ້ຍິນມາຈາກຮ້ານຂອງລາວ ໃນບ່ອນຈອດລົດຂອງລາວ.,���������,ben,UNKNOWN,False
6,lao,Laoo,ລາວເວົ້າວ່າ ລາວໄດ້ສ້າງກະດິ່ງປະຕູທີ່ໃຊ້ວາຍຟາຍ (WiFi).,���������,ben,UNKNOWN,False
7,lao,Laoo,Siminoff ກ່າວວ່າຍອດຂາຍໄດ້ເພີ່ມຂຶ້ນຫຼັງຈາກການປະກົດຕົວໃນປີ 2013 ໃນຕອນ Shark Tank ຂອງລາວ ເຊິ່ງຄະນະລາຍການດັ່ງກ່າວໄດ້ປະຕິເສດການສະໜັບສະໜູນເງິນທຶນໃນການເລີ່ມຕົ້ນທຸລະກິດ.,Siminoff ��������,eng,UNKNOWN,True
8,lao,Laoo,"ໃນທ້າຍປີ 2017, Siminoff ໄດ້ໄປປາກົດຕົວໃນຊ່ອງໂທລະພາບການຄ້າ QVC.",����������,ben,UNKNOWN,False
9,lao,Laoo,"ຣີງ (Ring) ຍັງໄດ້ຕັດສິນຄະດີຄວາມກັບບໍລິສັດຄວາມປອດໄພທີ່ເປັນຄູ່ແຂ່ງ, ຊຶ່ງແມ່ນບໍລິສັດ ADT Corporation.",������ (Ring) ��,tgl,UNKNOWN,False
10,lao,Laoo,"ເຖິງແມ່ນວ່າຈະມີວັກຊີນຈາກການທົດລອງຊະນິດໜຶ່ງທີ່ສາມາດຫຼຸດຜ່ອນການຕາຍຈາກອີໂບລາໄດ້ແຕ່ມາຮອດປັດຈຸບັນ, ບໍ່ມີຢາຊະນິດໃດທີ່ສະແດງໃຫ້ເຫັນຢ່າງຈະແຈ້ງວ່າເໝາະສົມກັບການຮັກສາການຕິດເຊື້ອທີ່ມີຢູ່.",���������,ben,UNKNOWN,False
