language,fact_id,subject,relation,question,options,golden_answer,predicted_answer,is_correct
gle,/m/0glx_x_place_of_birth_/m/013h9,John Carlyle Herbert,place_of_birth,Rugadh John Carlyle Herbert i _____.,"['Split', 'Shang-hai', 'Tacoma', 'Alexandria']",Alexandria,Alexandria,True
gle,/m/0h7lxsd_place_of_birth_/m/0mgp,Peter Griffen,place_of_birth,Rugadh Peter Griffen i _____.,"['Adelaide', 'Tours', 'Flórans', 'Yorkshire']",Adelaide,Yorkshire,False
gle,/m/0gttz22_place_of_birth_/m/0c8tk,K. Bhaskaran,place_of_birth,Rugadh K. Bhaskaran i _____.,"['Richmond', 'Sydney', 'Chennai', 'Hyderabad']",Chennai,Chennai,True
gle,/m/0dd9qc6_place_of_birth_/m/07mgr,Sergio Zaniboni,place_of_birth,Rugadh Sergio Zaniboni i _____.,"['Cóbanhávan', 'Frederick', 'Torino', 'Pennsylvania']",Torino,Torino,True
gle,/m/0ch12rb_place_of_birth_/m/0ftxw,Mike Delph,place_of_birth,Rugadh Mike Delph i _____.,"['Toledo', 'Wellington', 'Boirbhe', 'Indianapolis']",Indianapolis,Wellington,False
gle,/m/0654n9_place_of_birth_/m/05fhy,Edwin Sutherland,place_of_birth,Rugadh Edwin Sutherland i _____.,"['Nebraska', 'Edmonton', 'Croydon', 'Sheffield']",Nebraska,Sheffield,False
gle,/m/02w98nw_place_of_birth_/m/081m_,Hanna Ożogowska,place_of_birth,Rugadh Hanna Ożogowska i _____.,"['Hyderabad', 'Manhattan', 'Vársá', 'Columbus']",Vársá,Vársá,True
gle,/m/0ksmxc_place_of_birth_/m/03khn,Eero Paloheimo,place_of_birth,Rugadh Eero Paloheimo i _____.,"['Kensington', 'Heilsincí', 'Mumbai', 'Wisconsin']",Heilsincí,Wisconsin,False
gle,/m/0h3ptgf_place_of_birth_/m/0fhp9,Ludwig von Wohlgemuth,place_of_birth,Rugadh Ludwig von Wohlgemuth i _____.,"['Vín', 'Ohio', 'Austin', 'Stócólm']",Vín,Stócólm,False
gle,/m/0h3wnlq_place_of_birth_/m/0cvw9,Nikhil Haldipur,place_of_birth,Rugadh Nikhil Haldipur i _____.,"['Tacoma', 'Hamburg', 'Calcúta', 'Göteborg']",Calcúta,Calcúta,True
gle,/m/05b6dx3_place_of_birth_/m/052p7,François Desjardins,place_of_birth,Rugadh François Desjardins i _____.,"['Montréal', 'Kansas', 'Windsor', 'Hyderabad']",Montréal,Montréal,True
gle,/m/03nvrpc_place_of_birth_/m/07mgr,Marco Maccarini,place_of_birth,Rugadh Marco Maccarini i _____.,"['Brunswick', 'Hyderabad', 'Tucson', 'Torino']",Torino,Torino,True
gle,/m/0f6vkm_place_of_birth_/m/0jw_5,Andrzej Mańka,place_of_birth,Rugadh Andrzej Mańka i _____.,"['Boulder', 'Moscó', 'Lublin', 'Buckinghamshire']",Lublin,Lublin,True
gle,/m/09cnhs_place_of_birth_/m/0cr3d,Albert Warren Ferris,place_of_birth,Rugadh Albert Warren Ferris i _____.,"['Canberra', 'Maidrid', 'Gent', 'Brooklyn']",Brooklyn,Brooklyn,True
gle,/m/09hxxj_place_of_birth_/m/095w_,László Z. Bitó,place_of_birth,Rugadh László Z. Bitó i _____.,"['Taillinn', 'Lima', 'Yunnan', 'Búdaipeist']",Búdaipeist,Búdaipeist,True
gle,/m/0gffy7s_place_of_birth_/m/020d8d,Christfried Burmeister,place_of_birth,Rugadh Christfried Burmeister i _____.,"['Teasaloinicé', 'Indianapolis', 'Bradford', 'Cóbanhávan']",Bradford,Bradford,True
gle,/m/08kzy8_place_of_birth_/m/0d6hn,Aliuska López,place_of_birth,Rugadh Aliuska López i _____.,"['La Habana', 'Göteborg', 'Pittsburgh', 'Guangzhou']",La Habana,La Habana,True
gle,/m/026tzdz_place_of_birth_/m/0fhzf,Vladeta Janković,place_of_birth,Rugadh Vladeta Janković i _____.,"['Macon, Georgia', 'Pennsylvania', 'Maidrid', 'Béalgrád']",Béalgrád,Béalgrád,True
gle,/m/03crccg_place_of_birth_/m/06mxs,Staffan de Mistura,place_of_birth,Rugadh Staffan de Mistura i _____.,"['Split', 'Stócólm', 'Conway, Arkansas', 'Hollywood']",Stócólm,Stócólm,True
gle,/m/0g9zctl_place_of_birth_/m/0chgzm,Brett Hayman,place_of_birth,Rugadh Brett Hayman i _____.,"['Melbourne', 'An Veinéis', 'Liospóin', 'Lancashire']",Melbourne,Melbourne,True
gle,/m/058w72_place_of_birth_/m/0fhp9,Edith Leyrer,place_of_birth,Rugadh Edith Leyrer i _____.,"['Boulder', 'Vín', 'Conway, Arkansas', 'Portland']",Vín,Boulder,False
gle,/m/0h3xkdx_place_of_birth_/m/0dclg,Susan Denin,place_of_birth,Rugadh Susan Denin i _____.,"['Croydon', 'Philadelphia', 'Ottawa', 'Springfield, Missouri']",Philadelphia,Ottawa,False
gle,/m/0973sv_place_of_birth_/m/0dclg,Harrison Allen,place_of_birth,Rugadh Harrison Allen i _____.,"['Oregon', 'Philadelphia', 'Alexandria', 'Barcelona']",Philadelphia,Philadelphia,True
gle,/m/0dyjrn_place_of_birth_/m/081m_,Romuald Giegiel,place_of_birth,Rugadh Romuald Giegiel i _____.,"['Vársá', 'Hamilton', 'Haryana', 'Dún Déagh']",Vársá,Dún Déagh,False
gle,/m/069jrq_place_of_birth_/m/02jx1,Colin Groves,place_of_birth,Rugadh Colin Groves i _____.,"['Sasana', 'Albain', 'Lucsamburg', 'Miami']",Sasana,Albain,False
gle,/m/02qshp4_place_of_birth_/m/0rtv,Azzedine Sakhri,place_of_birth,Rugadh Azzedine Sakhri i _____.,"['Pittsburgh', 'Béalgrád', 'Heidelberg', 'Cathair na hAilgéire']",Cathair na hAilgéire,Cathair na hAilgéire,True
gle,/m/04q2110_place_of_birth_/m/0jyw,Ahmet Gülhan,place_of_birth,Rugadh Ahmet Gülhan i _____.,"['Purt na hInse', 'Queensland', 'Ankara', 'Hyderabad']",Ankara,Ankara,True
gle,/m/0h93_3r_place_of_birth_/m/04jpl,Richard Vale,place_of_birth,Rugadh Richard Vale i _____.,"['An Bhratasláiv', 'Elizabeth', 'Londain', 'Adelaide']",Londain,Elizabeth,False
gle,/m/04jlnpf_place_of_birth_/m/03v0t,Gary Loizzo,place_of_birth,Rugadh Gary Loizzo i _____.,"['Basel', 'Illinois', 'Winnipeg', 'Londain']",Illinois,Illinois,True
gle,/m/03z0xl_place_of_birth_/m/0yfk9,Nina Repeta,place_of_birth,Rugadh Nina Repeta i _____.,"['Shelby, Carolina Thuaidh', 'Montevideo', 'Vermont', 'Brunswick']","Shelby, Carolina Thuaidh","Shelby, Carolina Thuaidh",True
gle,/m/0fqqb1g_place_of_birth_/m/05ywg,Rudolf Křesťan,place_of_birth,Rugadh Rudolf Křesťan i _____.,"['Briostó', 'An Aithin', 'Prág', 'Kerala']",Prág,Prág,True
gle,/m/0h95p47_place_of_birth_/m/052p7,David Atkinson,place_of_birth,Rugadh David Atkinson i _____.,"['Michigan', 'Edmonton', 'Chicago', 'Montréal']",Montréal,Montréal,True
gle,/m/04gm5kf_place_of_birth_/m/071cn,Edmund Port,place_of_birth,Rugadh Edmund Port i _____.,"['Syracuse', 'An Veinéis', 'Princeton', 'Briostó']",Syracuse,Princeton,False
gle,/m/065zqvv_place_of_birth_/m/09pxc,Giuliano Ciannella,place_of_birth,Rugadh Giuliano Ciannella i _____.,"['Flórans', 'Bagdad', 'An Ollainn', 'Palermo']",Palermo,Palermo,True
gle,/m/05p42bk_place_of_birth_/m/06wjf,Zhu Dawei,place_of_birth,Rugadh Zhu Dawei i _____.,"['Massachusetts', 'Casnewydd', 'Shang-hai', 'Bow']",Shang-hai,Shang-hai,True
gle,/m/0bbkzf_place_of_birth_/m/0488g,Hall Hibbard,place_of_birth,Rugadh Hall Hibbard i _____.,"['Tulsa', 'Kansas', 'Stamford', 'Chicago']",Kansas,Stamford,False
gle,/m/0gvtzs_place_of_birth_/m/03khn,Cris af Enehielm,place_of_birth,Rugadh Cris af Enehielm i _____.,"['Indiana', 'Sasana', 'Briostó', 'Heilsincí']",Heilsincí,Briostó,False
gle,/m/0f0xz1_place_of_birth_/m/095w_,Andrea Mátay,place_of_birth,Rugadh Andrea Mátay i _____.,"['Erie', 'Cathair Chonstaintín', 'Virginia', 'Búdaipeist']",Búdaipeist,Cathair Chonstaintín,False
gle,/m/054srt_place_of_birth_/m/09jq0,Francisca Pleguezuelos,place_of_birth,Rugadh Francisca Pleguezuelos i _____.,"['Béal Feirste', 'Erie', 'Granada', 'An Aithin']",Granada,Granada,True
gle,/m/02892lc_place_of_birth_/m/05ywg,Ivo Lukačovič,place_of_birth,Rugadh Ivo Lukačovič i _____.,"['Haryana', 'Edmonton', 'Sóifia', 'Prág']",Prág,Sóifia,False
gle,/m/0g5q637_place_of_birth_/m/095w_,Péter Lendvay,place_of_birth,Rugadh Péter Lendvay i _____.,"['Búdaipeist', 'California', 'Bologna', 'Teasaloinicé']",Búdaipeist,Búdaipeist,True
gle,/m/0f6ymz_place_of_birth_/m/081m_,Michał Tober,place_of_birth,Rugadh Michał Tober i _____.,"['Cóbanhávan', 'Vársá', 'Maine', 'Londain']",Vársá,Maine,False
gle,/m/04qsr5_place_of_birth_/m/0fhp9,Moritz Hornes,place_of_birth,Rugadh Moritz Hornes i _____.,"['Vín', 'Amstardam', 'Elizabeth', 'Perth']",Vín,Amstardam,False
gle,/m/0cc7yxt_place_of_birth_/m/052p7,Romain Pelletier,place_of_birth,Rugadh Romain Pelletier i _____.,"['Béising', 'Basel', 'Connecticut', 'Montréal']",Montréal,Montréal,True
gle,/m/05f8x_0_place_of_birth_/m/01sn3,Henry Curtis Meanor,place_of_birth,Rugadh Henry Curtis Meanor i _____.,"['Cleveland', 'Basel', 'Vilnias', 'Washington, Carolina Thuaidh']",Cleveland,"Washington, Carolina Thuaidh",False
gle,/m/027p0ty_place_of_birth_/m/052p7,Lionel Tiger,place_of_birth,Rugadh Lionel Tiger i _____.,"['Nevada', 'Briostó', 'Shang-hai', 'Montréal']",Montréal,Briostó,False
gle,/m/0dgs3l8_place_of_birth_/m/02frhbc,Jesse A. Hamilton,place_of_birth,Rugadh Jesse A. Hamilton i _____.,"['Salem', 'Pittsburgh', 'Indianapolis', 'Portland']",Portland,Pittsburgh,False
gle,/m/08p86y_place_of_birth_/m/05gqy,Michael Anti,place_of_birth,Rugadh Michael Anti i _____.,"['Bow', 'Nanjing', 'Durham, Carolina Thuaidh', 'Gent']",Nanjing,"Durham, Carolina Thuaidh",False
gle,/m/02742jc_place_of_birth_/m/013kcv,George Clark,place_of_birth,Rugadh George Clark i _____.,"['Nanjing', 'Porto', 'Tulsa', 'Tacoma']",Tulsa,Tulsa,True
gle,/m/027ts8w_place_of_birth_/m/01_d4,Byron Morrow,place_of_birth,Rugadh Byron Morrow i _____.,"['Geelong', 'Lawrence', 'Chicago', 'Torontó']",Chicago,Chicago,True
gle,/m/05zm52h_place_of_birth_/m/01n43d,Domenico Cunego,place_of_birth,Rugadh Domenico Cunego i _____.,"['Verona', 'Minneapolis', 'Napoli', 'Phoenix']",Verona,Napoli,False
gle,/m/0bwhcb5_place_of_birth_/m/0dclg,Festus Walters,place_of_birth,Rugadh Festus Walters i _____.,"['Béal Feirste', 'Brooklyn', 'Stamford', 'Philadelphia']",Philadelphia,Stamford,False
gle,/m/04635g3_place_of_birth_/m/09jp3,Jorge Pacheco Klein,place_of_birth,Rugadh Jorge Pacheco Klein i _____.,"['Montevideo', 'An Ghinéiv', 'Washington, Carolina Thuaidh', 'Toledo']",Montevideo,Montevideo,True
gle,/m/03grl5l_place_of_birth_/m/015y2q,Rambhau Mhalgi,place_of_birth,Rugadh Rambhau Mhalgi i _____.,"['Edmonton', 'Surrey', 'Pune', 'Bagdad']",Pune,Pune,True
gle,/m/0g9z29t_place_of_birth_/m/031y2,Filippo Soffici,place_of_birth,Rugadh Filippo Soffici i _____.,"['Boirbhe', 'Flórans', 'Olympia', 'Moscó']",Flórans,Flórans,True
gle,/m/04q3db9_place_of_birth_/m/06mxs,Paul Hedqvist,place_of_birth,Rugadh Paul Hedqvist i _____.,"['Devon', 'Toledo', 'Stócólm', 'Boirbhe']",Stócólm,Stócólm,True
gle,/m/0h96dpv_place_of_birth_/m/0gkgp,George Rabb,place_of_birth,Rugadh George Rabb i _____.,"['Port Láirge', 'Vilnias', 'Charleston, Carolina Theas', 'Bow']","Charleston, Carolina Theas","Charleston, Carolina Theas",True
gle,/m/01ncd1p_place_of_birth_/m/01lfy,Victor Borge,place_of_birth,Rugadh Victor Borge i _____.,"['Porto', 'Cóbanhávan', 'Norwich', 'Springfield, Missouri']",Cóbanhávan,Norwich,False
gle,/m/0gtt2yk_place_of_birth_/m/05ywg,Pavel Žáček,place_of_birth,Rugadh Pavel Žáček i _____.,"['Prág', 'An Ollainn', 'Québec', 'Mainile']",Prág,Prág,True
gle,/m/0crh7h__place_of_birth_/m/0ggyr,Giacomo Vaghi,place_of_birth,Rugadh Giacomo Vaghi i _____.,"['Como', 'Columbus', 'La Habana', 'Syracuse']",Como,La Habana,False
gle,/m/02z3thn_place_of_birth_/m/0ftjx,Nikolay Atanasov,place_of_birth,Rugadh Nikolay Atanasov i _____.,"['Dún Déagh', 'Caireo', 'Beirn', 'Sóifia']",Sóifia,Sóifia,True
glg,/m/0c022b2_place_of_birth_/m/02h6_6p,Marcus Junkelmann,place_of_birth,Marcus Junkelmann naceu en _____.,"['Australia', 'Escocia', 'Colonia', 'Múnic']",Múnic,Colonia,False
glg,/m/095d52_place_of_birth_/m/06y57,Julia Wilson,place_of_birth,Julia Wilson naceu en _____.,"['París', 'Victoria', 'Francia', 'Sydney']",Sydney,Sydney,True
glg,/m/05cvw7_place_of_birth_/m/0f2rq,Tom Jones,place_of_birth,Tom Jones naceu en _____.,"['Toronto', 'Palermo', 'Montreal', 'Dallas']",Dallas,Montreal,False
glg,/m/0g5qx4w_place_of_birth_/m/01sjcp,Peter Ording,place_of_birth,Peter Ording naceu en _____.,"['Surrey', 'Tours', 'Stade', 'Francia']",Stade,Stade,True
glg,/m/071yjq_place_of_birth_/m/022b_,José Bénazéraf,place_of_birth,José Bénazéraf naceu en _____.,"['Casablanca', 'Montreal', 'Waterford', 'Alemaña']",Casablanca,Casablanca,True
glg,/m/02x2fp3_place_of_birth_/m/0d6hn,Yanitzia Canetti,place_of_birth,Yanitzia Canetti naceu en _____.,"['Borneo', 'Stuttgart', 'A Habana', 'Caracas']",A Habana,A Habana,True
glg,/m/04v2sf_place_of_birth_/m/0d0vqn,Leonard Gyllenhaal,place_of_birth,Leonard Gyllenhaal naceu en _____.,"['Buckinghamshire', 'Suecia', 'Madrid', 'Xénova']",Suecia,Xénova,False
glg,/m/05zxthq_place_of_birth_/m/03s0w,Eric Ziebold,place_of_birth,Eric Ziebold naceu en _____.,"['Toronto', 'Belgrado', 'Iowa', 'Varsovia']",Iowa,Iowa,True
glg,/m/01gylx_place_of_birth_/m/04jpl,James William Wallack,place_of_birth,James William Wallack naceu en _____.,"['Talín', 'Londres', 'Lisboa', 'Rusia']",Londres,Londres,True
glg,/m/0gtt361_place_of_birth_/m/056_y,Fina de Calderón,place_of_birth,Fina de Calderón naceu en _____.,"['Madrid', 'Australia', 'Macon', 'Rusia']",Madrid,Madrid,True
glg,/m/0g9_3h8_place_of_birth_/m/06y57,Alastair Gordon,place_of_birth,Alastair Gordon naceu en _____.,"['Sydney', 'Bucarest', 'Buckinghamshire', 'Casablanca']",Sydney,Buckinghamshire,False
glg,/m/0cnx5pb_place_of_birth_/m/0947l,Marcello Abbado,place_of_birth,Marcello Abbado naceu en _____.,"['Montreal', 'Borneo', 'Riga', 'Milán']",Milán,Milán,True
glg,/m/05s_fct_place_of_birth_/m/0cm5m,Eugénie Söderberg,place_of_birth,Eugénie Söderberg naceu en _____.,"['Newport', 'Stuttgart', 'Inglaterra', 'Heidelberg']",Heidelberg,Heidelberg,True
glg,/m/027spv_place_of_birth_/m/0jgd,Horatio Luro,place_of_birth,Horatio Luro naceu en _____.,"['Massachusetts', 'Oslo', 'Vancouver', 'Arxentina']",Arxentina,Arxentina,True
glg,/m/03ybr_n_place_of_birth_/m/052p7,Wayne Eagling,place_of_birth,Wayne Eagling naceu en _____.,"['Caracas', 'Montreal', 'Massachusetts', 'Alxer']",Montreal,Massachusetts,False
glg,/m/09q5z0_place_of_birth_/m/0h7h6,Tony Mitchell,place_of_birth,Tony Mitchell naceu en _____.,"['Colonia', 'Viena', 'Ámsterdam', 'Toronto']",Toronto,Toronto,True
glg,/m/03cn3xg_place_of_birth_/m/081m_,Stanisław Urban,place_of_birth,Stanisław Urban naceu en _____.,"['Varsovia', 'Toronto', 'Praga', 'Manchester']",Varsovia,Varsovia,True
glg,/m/03c6sfv_place_of_birth_/m/0345h,Aurel Codoban,place_of_birth,Aurel Codoban naceu en _____.,"['Alemaña', 'Buckinghamshire', 'Chicago', 'Palermo']",Alemaña,Chicago,False
glg,/m/027_nv0_place_of_birth_/m/037lhz,Clive Brooks,place_of_birth,Clive Brooks naceu en _____.,"['Oslo', 'Bow', 'Roma', 'Glasgow']",Bow,Glasgow,False
glg,/m/0g5pn16_place_of_birth_/m/04kf4,Maja Tucholke,place_of_birth,Maja Tucholke naceu en _____.,"['Florencia', 'Alemaña', 'Colonia', 'Leipzig']",Leipzig,Leipzig,True
glg,/m/04n5zdl_place_of_birth_/m/0853g,Barry Mitcalfe,place_of_birth,Barry Mitcalfe naceu en _____.,"['Devon', 'Colonia', 'Wellington', 'Chicago']",Wellington,Wellington,True
glg,/m/03c2rbg_place_of_birth_/m/06c62,Enrico Montesano,place_of_birth,Enrico Montesano naceu en _____.,"['Roma', 'Madrid', 'Colonia', 'Tampa']",Roma,Roma,True
glg,/m/0bbxtnd_place_of_birth_/m/04jpl,Cliff Jones,place_of_birth,Cliff Jones naceu en _____.,"['Berlín', 'Split', 'Londres', 'Limerick']",Londres,Limerick,False
glg,/m/0g9zctl_place_of_birth_/m/0chgzm,Brett Hayman,place_of_birth,Brett Hayman naceu en _____.,"['Italia', 'A Habana', 'Melbourne', 'Florencia']",Melbourne,Melbourne,True
glg,/m/069jrq_place_of_birth_/m/02jx1,Colin Groves,place_of_birth,Colin Groves naceu en _____.,"['Palermo', 'Wellington', 'Inglaterra', 'Londres']",Inglaterra,Inglaterra,True
glg,/m/0h95p47_place_of_birth_/m/052p7,David Atkinson,place_of_birth,David Atkinson naceu en _____.,"['Seattle', 'Talín', 'Italia', 'Montreal']",Montreal,Talín,False
glg,/m/02892lc_place_of_birth_/m/05ywg,Ivo Lukačovič,place_of_birth,Ivo Lukačovič naceu en _____.,"['Berlín', 'Praga', 'A Habana', 'Surrey']",Praga,Praga,True
glg,/m/03c4lw8_place_of_birth_/m/03_r3,Sheyla Bonnick,place_of_birth,Sheyla Bonnick naceu en _____.,"['Xamaica', 'Hamburgo', 'Australia', 'Toronto']",Xamaica,Hamburgo,False
glg,/m/027p0ty_place_of_birth_/m/052p7,Lionel Tiger,place_of_birth,Lionel Tiger naceu en _____.,"['Caracas', 'Montreal', 'Albania', 'Miami']",Montreal,Albania,False
glg,/m/0g9z29t_place_of_birth_/m/031y2,Filippo Soffici,place_of_birth,Filippo Soffici naceu en _____.,"['Florencia', 'Zagreb', 'Alxer', 'Casablanca']",Florencia,Florencia,True
glg,/m/05bjnh_place_of_birth_/m/01v8c,Josef Metternich,place_of_birth,Josef Metternich naceu en _____.,"['Alemaña', 'Wellington', 'Colonia', 'Borneo']",Colonia,Alemaña,False
glg,/m/0gtt2yk_place_of_birth_/m/05ywg,Pavel Žáček,place_of_birth,Pavel Žáček naceu en _____.,"['Newport', 'Praga', 'Como', 'Surrey']",Praga,Praga,True
glg,/m/02rvcx9_place_of_birth_/m/06y57,Danielle McGrath,place_of_birth,Danielle McGrath naceu en _____.,"['Escocia', 'California', 'Chicago', 'Sydney']",Sydney,Sydney,True
glg,/m/0b77s04_place_of_birth_/m/04jpl,David Parry,place_of_birth,David Parry naceu en _____.,"['Zagreb', 'Londres', 'Milán', 'Iowa']",Londres,Londres,True
glg,/m/09qx5d_place_of_birth_/m/052bw,Alfred Ollivant,place_of_birth,Alfred Ollivant naceu en _____.,"['Macon', 'Manchester', 'Viena', 'Montreal']",Manchester,Manchester,True
glg,/m/02r5bqf_place_of_birth_/m/02jx1,John Mundy,place_of_birth,John Mundy naceu en _____.,"['Chicago', 'Inglaterra', 'Varsovia', 'Oslo']",Inglaterra,Inglaterra,True
glg,/m/02rvcw8_place_of_birth_/m/06y57,Stephen Carr,place_of_birth,Stephen Carr naceu en _____.,"['Sydney', 'Devon', 'Xamaica', 'Madrid']",Sydney,Xamaica,False
glg,/m/064k6ky_place_of_birth_/m/0fhzf,Aco Petrović,place_of_birth,Aco Petrović naceu en _____.,"['Roma', 'Madrid', 'Palermo', 'Belgrado']",Belgrado,Belgrado,True
glg,/m/0ds1pzj_place_of_birth_/m/0345h,Antonio Ciacca,place_of_birth,Antonio Ciacca naceu en _____.,"['Edimburgo', 'Alemaña', 'California', 'Roma']",Alemaña,Roma,False
glg,/m/0g9xq12_place_of_birth_/m/06y57,Elizabeth Kell,place_of_birth,Elizabeth Kell naceu en _____.,"['Arxentina', 'Madrid', 'Sydney', 'Zagreb']",Sydney,Sydney,True
glg,/m/0g90_2_place_of_birth_/m/0dclg,Francis Davis,place_of_birth,Francis Davis naceu en _____.,"['Sydney', 'Lión', 'Manhattan', 'Filadelfia']",Filadelfia,Filadelfia,True
glg,/m/04jm_lt_place_of_birth_/m/0chgzm,Justine Smethurst,place_of_birth,Justine Smethurst naceu en _____.,"['Inglaterra', 'Melbourne', 'Seattle', 'Italia']",Melbourne,Inglaterra,False
glg,/m/04_0gz8_place_of_birth_/m/079yb,Alessandro Frosini,place_of_birth,Alessandro Frosini naceu en _____.,"['Siena', 'Roma', 'Macon', 'Surrey']",Siena,Roma,False
glg,/m/0g2xmt_place_of_birth_/m/06q1r,John McHale,place_of_birth,John McHale naceu en _____.,"['A Habana', 'Buckinghamshire', 'Escocia', 'Berlín']",Escocia,Escocia,True
glg,/m/03f1vms_place_of_birth_/m/01_d4,No_ID,place_of_birth,No_ID naceu en _____.,"['Manhattan', 'Sheffield', 'Cardiff', 'Chicago']",Chicago,Chicago,True
glg,/m/03c1_z5_place_of_birth_/m/0n03f,Michael Carney,place_of_birth,Michael Carney naceu en _____.,"['California', 'Manchester', 'Lviv', 'Waterford']",Waterford,Manchester,False
glg,/m/0g24rc_place_of_birth_/m/0156q,Guy De Saint Cyr,place_of_birth,Guy De Saint Cyr naceu en _____.,"['Seattle', 'Iowa', 'Miami', 'Berlín']",Berlín,Berlín,True
glg,/m/09ghx8p_place_of_birth_/m/0727_,Wilhelm Boger,place_of_birth,Wilhelm Boger naceu en _____.,"['Turín', 'California', 'Italia', 'Stuttgart']",Stuttgart,Stuttgart,True
glg,/m/047qyqt_place_of_birth_/m/05qtj,Marc Sangnier,place_of_birth,Marc Sangnier naceu en _____.,"['París', 'Belgrado', 'Viena', 'Múnic']",París,París,True
glg,/m/0b7g1j_place_of_birth_/m/056_y,Eduardo Lago,place_of_birth,Eduardo Lago naceu en _____.,"['Honduras', 'Madrid', 'Split', 'Stade']",Madrid,Madrid,True
glg,/m/0g9x71j_place_of_birth_/m/0d9jr,Shyril O'Steen,place_of_birth,Shyril O'Steen naceu en _____.,"['Victoria', 'California', 'Heidelberg', 'Seattle']",Seattle,Heidelberg,False
glg,/m/0gfdbjm_place_of_birth_/m/080h2,Peter Dembicki,place_of_birth,Peter Dembicki naceu en _____.,"['Xénova', 'Vancouver', 'Varsovia', 'Lisboa']",Vancouver,Varsovia,False
glg,/m/07k9wyt_place_of_birth_/m/02jx1,Pieter de Molijn,place_of_birth,Pieter de Molijn naceu en _____.,"['Varsovia', 'Lviv', 'Filadelfia', 'Inglaterra']",Inglaterra,Lviv,False
glg,/m/0fq1l11_place_of_birth_/m/05qtj,Gabriel Bertrand,place_of_birth,Gabriel Bertrand naceu en _____.,"['París', 'Arxentina', 'Varsovia', 'Newport']",París,Varsovia,False
glg,/m/027h1pv_place_of_birth_/m/0fgj2,John Borlase,place_of_birth,John Borlase naceu en _____.,"['Italia', 'Caracas', 'Buckinghamshire', 'Francia']",Buckinghamshire,Buckinghamshire,True
glg,/m/03d7pkb_place_of_birth_/m/0chgzm,Michael Guider,place_of_birth,Michael Guider naceu en _____.,"['Melbourne', 'Casablanca', 'Sydney', 'Dallas']",Melbourne,Sydney,False
glg,/m/0h1pdd_place_of_birth_/m/0cc56,Dennis Davis,place_of_birth,Dennis Davis naceu en _____.,"['Manhattan', 'Montreal', 'Lisboa', 'Toronto']",Manhattan,Toronto,False
glg,/m/0g5q17g_place_of_birth_/m/0fp5z,Sam Lynch,place_of_birth,Sam Lynch naceu en _____.,"['Turín', 'Riga', 'Limerick', 'Alxer']",Limerick,Limerick,True
glg,/m/0h4g7q_place_of_birth_/m/05qtj,Claude Piel,place_of_birth,Claude Piel naceu en _____.,"['Roma', 'París', 'California', 'Alxer']",París,París,True
glg,/m/06y1wr_place_of_birth_/m/03h2c,Vicente Gómez,place_of_birth,Vicente Gómez naceu en _____.,"['Dallas', 'Honduras', 'Stuttgart', 'Oslo']",Honduras,Honduras,True
glg,/m/0523jz9_place_of_birth_/m/0fhzy,Luka Grubor,place_of_birth,Luka Grubor naceu en _____.,"['Alxer', 'Zagreb', 'Glasgow', 'Hamburgo']",Zagreb,Zagreb,True
glg,/m/09gmlqb_place_of_birth_/m/0rtv,Maurice Vaïsse,place_of_birth,Maurice Vaïsse naceu en _____.,"['Manhattan', 'Edimburgo', 'Alxer', 'Londres']",Alxer,Alxer,True
glg,/m/02r5bqf_place_of_birth_/m/052bw,John Mundy,place_of_birth,John Mundy naceu en _____.,"['Manchester', 'Colonia', 'Cardiff', 'Rusia']",Manchester,Cardiff,False
glg,/m/0dmxvk_place_of_birth_/m/05qtj,Victor Antoine Signoret,place_of_birth,Victor Antoine Signoret naceu en _____.,"['París', 'Múnic', 'Australia', 'Talín']",París,París,True
glg,/m/02q7hqq_place_of_birth_/m/0f2v0,Alejandro González Trujillo,place_of_birth,Alejandro González Trujillo naceu en _____.,"['Filadelfia', 'Miami', 'Xénova', 'Lviv']",Miami,Xénova,False
glg,/m/0c014dy_place_of_birth_/m/02jx1,Edward Locke,place_of_birth,Edward Locke naceu en _____.,"['Alemaña', 'Sydney', 'Inglaterra', 'Montreal']",Inglaterra,Inglaterra,True
glg,/m/09g8c68_place_of_birth_/m/0fhzy,Aleksandra Romanić,place_of_birth,Aleksandra Romanić naceu en _____.,"['Zagreb', 'Cardiff', 'Bow', 'Macon']",Zagreb,Zagreb,True
glg,/m/0274nf5_place_of_birth_/m/0jdx,Thomas Nassi,place_of_birth,Thomas Nassi naceu en _____.,"['Split', 'Palermo', 'Albania', 'Inglaterra']",Albania,Albania,True
glg,/m/0cp1q2__place_of_birth_/m/05ywg,Joseph Wilhelm Swoboda,place_of_birth,Joseph Wilhelm Swoboda naceu en _____.,"['Praga', 'Alxer', 'Borneo', 'Ámsterdam']",Praga,Praga,True
glg,/m/05yt__place_of_birth_/m/06c62,"Anastasio I, papa",place_of_birth,"Anastasio I, papa naceu en _____.","['Tours', 'A Habana', 'Iowa', 'Roma']",Roma,Roma,True
glg,/m/02v_806_place_of_birth_/m/06cn5,Mordehajs Dubins,place_of_birth,Mordehajs Dubins naceu en _____.,"['Oslo', 'Riga', 'Montreal', 'Albania']",Riga,Riga,True
glg,/m/07kc20m_place_of_birth_/m/0hyxv,Ian Steel,place_of_birth,Ian Steel naceu en _____.,"['Glasgow', 'Albania', 'Londres', 'Xénova']",Glasgow,Glasgow,True
